flybaseCG	module	DE_condition	padj
CG14149	3	celltype_JW18_vs_S2	9.58036297606919e-06
CG14209	3	celltype_JW18_vs_S2	6.53661509181157e-44
CG14396	3	celltype_JW18_vs_S2	3.51022521454238e-46
CG14434	3	celltype_JW18_vs_S2	6.18729175204288e-49
CG14440	3	celltype_JW18_vs_S2	3.38319465219918e-75
CG14442	3	celltype_JW18_vs_S2	3.45691151031051e-207
CG14472	3	celltype_JW18_vs_S2	4.50255734107632e-232
CG14478	3	celltype_JW18_vs_S2	1.87149989594042e-100
CG1453	3	celltype_JW18_vs_S2	5.63846325743125e-17
CG14536	3	celltype_JW18_vs_S2	8.78141469139325e-97
CG14545	3	celltype_JW18_vs_S2	1.23429423162133e-180
CG14549	3	celltype_JW18_vs_S2	2.66396655224177e-47
CG14671	3	celltype_JW18_vs_S2	0.00646908044486552
CG14672	3	celltype_JW18_vs_S2	0.000104559770091378
CG14781	3	celltypeJW18.infectionwMel	0
CG14787	3	celltype_JW18_vs_S2	9.96243028639824e-25
CG14791	3	celltype_JW18_vs_S2	1.33456133614249e-292
CG14796	3	celltype_JW18_vs_S2	0
CG14903	3	celltype_JW18_vs_S2	0.00102356300970056
CG14906	3	celltype_JW18_vs_S2	9.68675298444184e-11
CG14938	3	celltype_JW18_vs_S2	3.03327666235933e-35
CG14941	3	celltype_JW18_vs_S2	3.83977978464945e-86
CG14945	3	celltype_JW18_vs_S2	0.000141783081000045
CG14982	3	celltypeJW18.infectionwMel	1.4099481397781e-171
CG1501	3	celltype_JW18_vs_S2	7.96809945297463e-21
CG15084	3	celltypeJW18.infectionwMel	2.73355870577836e-06
CG15220	3	celltype_JW18_vs_S2	1.54832470499501e-43
CG15261	3	celltypeJW18.infectionwMel	5.21409633723967e-64
CG15365	3	celltype_JW18_vs_S2	0
CG15628	3	celltype_JW18_vs_S2	1.3028063080008e-43
CG1578	3	celltype_JW18_vs_S2	5.53181536187053e-70
CG1584	3	celltype_JW18_vs_S2	1.23523056994482e-233
CG1616	3	celltypeJW18.infectionwMel	0
CG1633	3	celltype_JW18_vs_S2	3.6459621756004e-36
CG16838	3	celltype_JW18_vs_S2	0
CG16908	3	celltype_JW18_vs_S2	4.34903652146252e-89
CG1692	3	celltype_JW18_vs_S2	5.45167276740137e-30
CG16969	3	celltype_JW18_vs_S2	3.333681975684e-18
CG17033	3	celltype_JW18_vs_S2	9.041813826818e-19
CG17046	3	celltype_JW18_vs_S2	0
CG17064	3	celltype_JW18_vs_S2	0
CG17081	3	celltype_JW18_vs_S2	5.74682944297578e-110
CG17189	3	celltypeJW18.infectionwMel	1.82496551370313e-109
CG1721	3	celltype_JW18_vs_S2	3.58797324700535e-64
CG17286	3	celltype_JW18_vs_S2	0
CG1740	3	celltype_JW18_vs_S2	2.07680194451244e-54
CG17570	3	celltype_JW18_vs_S2	1.04988673270986e-21
CG17571	3	celltype_JW18_vs_S2	2.55809049467965e-34
CG17596	3	celltype_JW18_vs_S2	1.12277172014188e-10
CG17654	3	celltype_JW18_vs_S2	2.36234437416018e-129
CG1772	3	celltype_JW18_vs_S2	1.27978325601465e-247
CG17759	3	celltype_JW18_vs_S2	1.2775329180035e-06
CG17802	3	celltype_JW18_vs_S2	0.000121596084970868
CG17904	3	celltype_JW18_vs_S2	3.1830955083156e-25
CG17950	3	celltype_JW18_vs_S2	8.75128432147818e-89
CG17970	3	celltype_JW18_vs_S2	4.22370868850534e-41
CG18011	3	celltype_JW18_vs_S2	2.66952055183105e-09
CG18076	3	celltype_JW18_vs_S2	3.32087919846736e-67
CG18145	3	celltype_JW18_vs_S2	4.55233587060462e-11
CG18402	3	celltype_JW18_vs_S2	3.73073238777184e-208
CG18468	3	celltype_JW18_vs_S2	4.96574893374936e-09
CG18547	3	celltype_JW18_vs_S2	4.03463622208896e-195
CG18591	3	celltype_JW18_vs_S2	3.37182207877053e-59
CG18787	3	celltype_JW18_vs_S2	6.1726680827479e-11
CG1981	3	celltype_JW18_vs_S2	8.98785173064169e-73
CG2051	3	celltype_JW18_vs_S2	5.56062611611107e-13
CG2116	3	celltype_JW18_vs_S2	0.00779709372086729
CG2146	3	celltype_JW18_vs_S2	9.4006876381272e-73
CG2448	3	celltype_JW18_vs_S2	8.67675173690582e-09
CG2637	3	celltype_JW18_vs_S2	4.22142912653565e-252
CG2662	3	celltype_JW18_vs_S2	6.82590198883083e-55
CG2669	3	celltype_JW18_vs_S2	2.85251884567064e-134
CG2670	3	celltype_JW18_vs_S2	0.000178153838754078
CG2682	3	celltype_JW18_vs_S2	0.000246416678999788
CG2694	3	celltype_JW18_vs_S2	2.39749285205307e-22
CG2843	3	celltype_JW18_vs_S2	3.18322572844082e-07
CG2917	3	celltype_JW18_vs_S2	4.59151919257004e-123
CG2950	3	celltype_JW18_vs_S2	3.94579643767321e-25
CG2984	3	celltype_JW18_vs_S2	1.03678443468277e-87
CG2990	3	celltypeJW18.infectionwMel	2.72566901578024e-143
CG30035	3	celltype_JW18_vs_S2	7.05476458574766e-230
CG30043	3	celltype_JW18_vs_S2	5.42931412406272e-61
CG30169	3	celltypeJW18.infectionwMel	1.2415788072776e-11
CG30183	3	celltype_JW18_vs_S2	1.82484880411856e-64
CG30268	3	celltype_JW18_vs_S2	1.9321091814308e-30
CG30275	3	celltype_JW18_vs_S2	1.41555504170531e-26
CG3040	3	celltype_JW18_vs_S2	7.64069270607427e-16
CG3044	3	celltype_JW18_vs_S2	6.092072634701e-26
CG3048	3	celltype_JW18_vs_S2	0
CG3075	3	celltype_JW18_vs_S2	4.46025712406781e-37
CG31043	3	celltype_JW18_vs_S2	9.20415990310949e-114
CG31132	3	celltype_JW18_vs_S2	8.95878959795497e-77
CG31137	3	celltype_JW18_vs_S2	2.49377130493703e-149
CG31155	3	celltype_JW18_vs_S2	9.12458568226119e-16
CG31251	3	celltype_JW18_vs_S2	0.00125714838671291
CG3131	3	celltype_JW18_vs_S2	2.11206060183289e-63
CG31344	3	celltype_JW18_vs_S2	1.73201276994758e-27
CG31605	3	celltypeJW18.infectionwMel	1.9477613808151e-42
CG31635	3	celltype_JW18_vs_S2	3.68023509294382e-270
CG31666	3	celltype_JW18_vs_S2	1.43817750294181e-120
CG31808	3	celltype_JW18_vs_S2	2.40200718484233e-66
CG3181	3	celltype_JW18_vs_S2	0
CG31821	3	celltype_JW18_vs_S2	6.04469117279067e-32
CG31898	3	celltype_JW18_vs_S2	7.71045081064099e-17
CG3203	3	celltype_JW18_vs_S2	0.000378894425505807
CG32103	3	celltype_JW18_vs_S2	3.36340652211758e-63
CG32109	3	celltype_JW18_vs_S2	5.37570525085181e-07
CG32133	3	celltype_JW18_vs_S2	1.9705797805692e-179
CG32147	3	celltype_JW18_vs_S2	1.19665945172434e-16
CG3221	3	celltype_JW18_vs_S2	8.01074335210031e-10
CG32217	3	celltype_JW18_vs_S2	2.77301700117204e-135
CG32227	3	celltype_JW18_vs_S2	4.77553961194756e-27
CG3226	3	celltype_JW18_vs_S2	4.53850163293189e-76
CG32343	3	celltype_JW18_vs_S2	9.0290235953255e-12
CG32346	3	celltype_JW18_vs_S2	9.20628837238014e-25
CG3238	3	celltype_JW18_vs_S2	9.13862814618625e-07
CG32443	3	celltype_JW18_vs_S2	0.00379723634356718
CG32575	3	celltype_JW18_vs_S2	3.31348749740811e-39
CG32711	3	celltype_JW18_vs_S2	6.20026190084532e-20
CG32743	3	celltype_JW18_vs_S2	4.76988245021632e-153
CG32767	3	celltype_JW18_vs_S2	2.83374146158888e-77
CG32796	3	celltype_JW18_vs_S2	0
CG32812	3	celltype_JW18_vs_S2	9.51033601907518e-51
CG32904	3	celltype_JW18_vs_S2	8.75081969201678e-39
CG33122	3	celltype_JW18_vs_S2	0
CG33130	3	celltype_JW18_vs_S2	4.52622785194902e-208
CG33158	3	celltype_JW18_vs_S2	1.24080545315221e-18
CG33208	3	celltype_JW18_vs_S2	1.51758885183201e-76
CG33554	3	celltypeJW18.infectionwMel	1.82495015976321e-12
CG3368	3	celltype_JW18_vs_S2	1.03733222805267e-47
CG33695	3	celltype_JW18_vs_S2	1.59256303910841e-07
CG33870	3	celltype_JW18_vs_S2	1.42958552663378e-05
CG33878	3	celltype_JW18_vs_S2	1.42958552663378e-05
CG33880	3	celltype_JW18_vs_S2	1.42958552663378e-05
CG33884	3	celltype_JW18_vs_S2	1.42958552663378e-05
CG33886	3	celltype_JW18_vs_S2	1.42958552663378e-05
CG33888	3	celltype_JW18_vs_S2	1.42958552663378e-05
CG33900	3	celltype_JW18_vs_S2	1.42958552663378e-05
CG33906	3	celltype_JW18_vs_S2	1.42958552663378e-05
CG33908	3	celltype_JW18_vs_S2	1.42958552663378e-05
CG33941	3	celltype_JW18_vs_S2	0.000853804350532823
CG34002	3	celltype_JW18_vs_S2	1.8826871557991e-232
CG3407	3	celltype_JW18_vs_S2	2.70876710059157e-12
CG3421	3	celltype_JW18_vs_S2	1.33819173749313e-159
CG3430	3	celltype_JW18_vs_S2	1.27487218741834e-112
CG34348	3	celltypeJW18.infectionwMel	0.00645035226199785
CG34353	3	celltype_JW18_vs_S2	9.60905677595682e-81
CG34360	3	celltype_JW18_vs_S2	7.12720591587533e-281
CG34381	3	celltype_JW18_vs_S2	2.2087296456e-20
CG3448	3	celltype_JW18_vs_S2	1.41954032467231e-26
CG3478	3	celltype_JW18_vs_S2	1.08264725679924e-63
CG3511	3	celltype_JW18_vs_S2	2.53711822045226e-44
CG3625	3	celltype_JW18_vs_S2	0
CG3654	3	celltypeJW18.infectionwMel	0
CG3658	3	celltype_JW18_vs_S2	1.56930504319444e-62
CG3689	3	celltype_JW18_vs_S2	2.36419953604194e-23
CG3722	3	celltype_JW18_vs_S2	1.44596505082747e-50
CG3738	3	celltype_JW18_vs_S2	5.49449669590885e-33
CG3740	3	celltype_JW18_vs_S2	3.29177548625271e-19
CG3743	3	celltype_JW18_vs_S2	1.0843243523377e-30
CG3764	3	celltype_JW18_vs_S2	4.16510418740037e-268
CG3894	3	celltype_JW18_vs_S2	1.31417799062775e-14
CG3937	3	celltype_JW18_vs_S2	0
CG3938	3	celltype_JW18_vs_S2	1.03694898636047e-91
CG3945	3	celltype_JW18_vs_S2	1.31135731364026e-10
CG3975	3	celltype_JW18_vs_S2	1.68969205732201e-131
CG3980	3	celltype_JW18_vs_S2	1.49031476131717e-10
CG40129	3	celltype_JW18_vs_S2	5.14741202711172e-22
CG4039	3	celltype_JW18_vs_S2	0
CG4051	3	celltype_JW18_vs_S2	2.46449505947727e-165
CG4082	3	celltype_JW18_vs_S2	0
CG4083	3	celltype_JW18_vs_S2	4.09248551251858e-30
CG4088	3	celltype_JW18_vs_S2	2.33592324216538e-194
CG4107	3	celltype_JW18_vs_S2	2.15034326566424e-20
CG4153	3	celltype_JW18_vs_S2	2.7605068056206e-08
CG41624	3	celltype_JW18_vs_S2	3.26172186120118e-29
CG4195	3	celltypeJW18.infectionwMel	1.47793152896785e-11
CG4203	3	celltype_JW18_vs_S2	0.000360989089855072
CG4206	3	celltype_JW18_vs_S2	0
CG4211	3	celltype_JW18_vs_S2	0.00757310838167723
CG4220	3	celltype_JW18_vs_S2	9.91712739251952e-94
CG42230	3	celltype_JW18_vs_S2	2.36280225867665e-305
CG42238	3	celltypeJW18.infectionwMel	1.26899957225742e-117
CG42252	3	celltype_JW18_vs_S2	0
CG4226	3	celltype_JW18_vs_S2	6.70672845056707e-28
CG42279	3	celltype_JW18_vs_S2	5.73182451894647e-73
CG42318	3	celltype_JW18_vs_S2	2.80876390778978e-179
CG42338	3	celltype_JW18_vs_S2	8.39177234932061e-288
CG42340	3	celltype_JW18_vs_S2	1.06394192238092e-106
CG42353	3	celltype_JW18_vs_S2	9.48605372983828e-57
CG4236	3	celltype_JW18_vs_S2	2.7416132448665e-136
CG4239	3	celltype_JW18_vs_S2	3.84249900408165e-38
CG42399	3	celltype_JW18_vs_S2	5.13025615636445e-167
CG42573	3	celltype_JW18_vs_S2	1.88957211863528e-23
CG42636	3	celltype_JW18_vs_S2	4.60876617929238e-57
CG42637	3	celltypeJW18.infectionwMel	5.27010265430972e-31
CG42665	3	celltype_JW18_vs_S2	0
CG42671	3	celltype_JW18_vs_S2	1.65061248544358e-141
CG42739	3	celltype_JW18_vs_S2	2.11654238801816e-145
CG4274	3	celltype_JW18_vs_S2	1.27360738769026e-119
CG42788	3	celltype_JW18_vs_S2	7.31225746876689e-194
CG43224	3	celltype_JW18_vs_S2	1.81579303603627e-35
CG43227	3	celltype_JW18_vs_S2	1.20555566603209e-190
CG4336	3	celltype_JW18_vs_S2	1.49040788601149e-07
CG43427	3	celltype_JW18_vs_S2	1.27620960121819e-66
CG4347	3	celltype_JW18_vs_S2	9.98754915084954e-279
CG4356	3	celltype_JW18_vs_S2	0
CG43675	3	celltype_JW18_vs_S2	7.63719867342915e-82
CG43736	3	celltype_JW18_vs_S2	3.35069132774978e-203
CG43770	3	celltypeJW18.infectionwMel	5.11268964383493e-35
CG43867	3	celltype_JW18_vs_S2	0
CG4400	3	celltype_JW18_vs_S2	1.3632083890772e-88
CG4422	3	celltype_JW18_vs_S2	2.03488700567723e-102
CG44325	3	celltype_JW18_vs_S2	9.27045636271833e-32
CG4454	3	celltype_JW18_vs_S2	1.67009418961868e-64
CG44574	3	celltype_JW18_vs_S2	1.75773048251394e-26
CG4460	3	celltype_JW18_vs_S2	2.11155072435304e-156
CG44774	3	celltype_JW18_vs_S2	0
CG4495	3	celltype_JW18_vs_S2	8.69746996995107e-65
CG4502	3	celltype_JW18_vs_S2	4.13827877269827e-67
CG45050	3	celltype_JW18_vs_S2	1.27078004940451e-156
CG45051	3	celltype_JW18_vs_S2	3.92912595571596e-87
CG45070	3	celltype_JW18_vs_S2	4.10745763161278e-53
CG4553	3	celltypeJW18.infectionwMel	0.000389806996911377
CG4557	3	celltype_JW18_vs_S2	9.37249331971907e-41
CG4558	3	celltype_JW18_vs_S2	1.84456779025708e-70
CG45781	3	celltype_JW18_vs_S2	4.17925918041585e-142
CG45783	3	celltype_JW18_vs_S2	3.00285416243889e-24
CG4617	3	celltype_JW18_vs_S2	0.000222119596926904
CG46386	3	celltype_JW18_vs_S2	4.06294299158003e-101
CG46466	3	celltype_JW18_vs_S2	1.14675703835631e-26
CG4654	3	celltype_JW18_vs_S2	2.36162249809512e-199
CG4673	3	celltype_JW18_vs_S2	5.21264527247282e-05
CG4849	3	celltype_JW18_vs_S2	2.704360639892e-21
CG4853	3	celltype_JW18_vs_S2	0
CG4866	3	celltype_JW18_vs_S2	0.000141590598536636
CG4886	3	celltype_JW18_vs_S2	4.48062525267803e-90
CG4903	3	celltype_JW18_vs_S2	0
CG4909	3	celltype_JW18_vs_S2	3.40489290292504e-215
CG4937	3	celltype_JW18_vs_S2	3.55400053845517e-40
CG4938	3	celltype_JW18_vs_S2	2.32356259874075e-07
CG4973	3	celltype_JW18_vs_S2	5.20016085261077e-05
CG4976	3	celltype_JW18_vs_S2	5.36334363497473e-299
CG4978	3	celltype_JW18_vs_S2	0
CG4980	3	celltype_JW18_vs_S2	6.50987460691729e-17
CG5021	3	celltype_JW18_vs_S2	3.42870528467557e-09
CG5026	3	celltype_JW18_vs_S2	5.74092412309055e-48
CG5052	3	celltype_JW18_vs_S2	7.34191849481472e-09
CG5076	3	celltype_JW18_vs_S2	7.49239445643019e-192
CG5083	3	celltypeJW18.infectionwMel	8.15391213793562e-16
CG5109	3	celltype_JW18_vs_S2	7.30019243994235e-34
CG5140	3	celltype_JW18_vs_S2	2.11189196506601e-19
CG5161	3	celltype_JW18_vs_S2	7.16132687524037e-12
CG5198	3	celltype_JW18_vs_S2	0.000487357255789034
CG5199	3	celltype_JW18_vs_S2	2.30895800152831e-50
CG5216	3	celltype_JW18_vs_S2	8.64458394732347e-261
CG5359	3	celltype_JW18_vs_S2	7.99033826520656e-73
CG5363	3	celltype_JW18_vs_S2	1.86257392990473e-30
CG5371	3	celltype_JW18_vs_S2	0
CG5412	3	celltype_JW18_vs_S2	0.00146325914217859
CG5441	3	celltype_JW18_vs_S2	1.06454177693034e-29
CG5444	3	celltype_JW18_vs_S2	1.56651553352626e-41
CG5451	3	celltypeJW18.infectionwMel	1.38270524327729e-07
CG5454	3	celltype_JW18_vs_S2	8.69204780869562e-05
CG5485	3	celltype_JW18_vs_S2	0
CG5499	3	celltype_JW18_vs_S2	5.56817164715922e-251
CG5543	3	celltype_JW18_vs_S2	2.96113122573495e-14
CG5546	3	celltype_JW18_vs_S2	1.70281532409357e-22
CG5553	3	celltype_JW18_vs_S2	1.63538123146251e-289
CG5602	3	celltype_JW18_vs_S2	3.97922674383382e-99
CG5661	3	celltype_JW18_vs_S2	0
CG5669	3	celltype_JW18_vs_S2	7.3719986810726e-07
CG5676	3	celltype_JW18_vs_S2	1.6242268559987e-11
CG5742	3	celltypeJW18.infectionwMel	1.54672747215596e-06
CG5757	3	celltype_JW18_vs_S2	8.76724908800731e-18
CG5776	3	celltype_JW18_vs_S2	3.7128210385511e-20
CG5785	3	celltype_JW18_vs_S2	1.00450649229582e-79
CG5803	3	celltype_JW18_vs_S2	2.84890471328822e-78
CG5825	3	celltype_JW18_vs_S2	1.31176352687073e-114
CG5874	3	celltype_JW18_vs_S2	1.79049702717338e-74
CG5877	3	celltype_JW18_vs_S2	6.03998839420591e-62
CG5889	3	celltype_JW18_vs_S2	7.21870995167087e-206
CG5923	3	celltype_JW18_vs_S2	3.8833952637153e-163
CG5931	3	celltype_JW18_vs_S2	1.76288841511471e-157
CG5934	3	celltype_JW18_vs_S2	2.95461007549415e-51
CG5935	3	celltype_JW18_vs_S2	1.30211387802923e-67
CG5949	3	celltype_JW18_vs_S2	5.88298091872486e-181
CG5954	3	celltypeJW18.infectionwMel	9.68331443272003e-88
CG5971	3	celltype_JW18_vs_S2	3.23559493856104e-290
CG6046	3	celltype_JW18_vs_S2	4.18721999749754e-52
CG6061	3	celltype_JW18_vs_S2	6.24836720565182e-101
CG6064	3	celltype_JW18_vs_S2	9.72816771607563e-184
CG6127	3	celltype_JW18_vs_S2	0
CG6169	3	celltype_JW18_vs_S2	2.57617545837942e-238
CG6171	3	celltype_JW18_vs_S2	2.76891690792138e-38
CG6196	3	celltypeJW18.infectionwMel	5.2495022660726e-05
CG6215	3	celltypeJW18.infectionwMel	4.49378449280654e-10
CG6224	3	celltype_JW18_vs_S2	4.30159815819278e-27
CG6238	3	celltype_JW18_vs_S2	1.93518702264596e-10
CG6258	3	celltype_JW18_vs_S2	2.83957221836991e-45
CG6272	3	celltype_JW18_vs_S2	5.11837486089766e-13
CG6315	3	celltype_JW18_vs_S2	8.48334614556501e-16
CG6323	3	celltype_JW18_vs_S2	3.84933522084884e-16
CG6342	3	celltype_JW18_vs_S2	6.21711246656885e-12
CG6349	3	celltype_JW18_vs_S2	0
CG6392	3	celltype_JW18_vs_S2	8.38923644367314e-65
CG6406	3	celltype_JW18_vs_S2	6.05793262908519e-08
CG6494	3	celltype_JW18_vs_S2	1.01892319184076e-213
CG6502	3	celltype_JW18_vs_S2	6.16270149110347e-69
CG6522	3	celltype_JW18_vs_S2	8.7940303375848e-103
CG6542	3	celltype_JW18_vs_S2	3.40198514234415e-51
CG6568	3	celltype_JW18_vs_S2	1.39706667014202e-33
CG6575	3	celltype_JW18_vs_S2	1.97201384843122e-88
CG6631	3	celltype_JW18_vs_S2	3.72739337627553e-12
CG6760	3	celltypeJW18.infectionwMel	2.94146601299554e-05
CG6801	3	celltype_JW18_vs_S2	2.75043698612665e-99
CG6841	3	celltype_JW18_vs_S2	0.000810630841669138
CG6874	3	celltype_JW18_vs_S2	2.48666595093054e-174
CG6897	3	celltype_JW18_vs_S2	5.25439508259231e-53
CG6904	3	celltype_JW18_vs_S2	1.11248880373664e-252
CG6905	3	celltype_JW18_vs_S2	4.84726835870278e-240
CG6944	3	celltype_JW18_vs_S2	1.69645953721144e-53
CG6985	3	wMel_vs_uninf	0.00180796851847128
CG7003	3	celltype_JW18_vs_S2	0
CG7004	3	celltype_JW18_vs_S2	3.82594136424609e-70
CG7011	3	celltype_JW18_vs_S2	7.0681747131104e-10
CG7081	3	celltype_JW18_vs_S2	4.68602564690976e-07
CG7101	3	celltype_JW18_vs_S2	4.90347419609019e-08
CG7108	3	celltype_JW18_vs_S2	3.18619448026181e-163
CG7109	3	celltype_JW18_vs_S2	1.80931371804177e-208
CG7134	3	celltype_JW18_vs_S2	2.50230873125322e-250
CG7138	3	celltype_JW18_vs_S2	7.88310647523381e-77
CG7154	3	celltype_JW18_vs_S2	0
CG7208	3	celltype_JW18_vs_S2	4.69499851553007e-121
CG7221	3	celltype_JW18_vs_S2	9.74773534217934e-227
CG7326	3	celltype_JW18_vs_S2	1.53456034800591e-08
CG7351	3	celltype_JW18_vs_S2	3.94082263569069e-31
CG7360	3	celltype_JW18_vs_S2	1.00167311335972e-98
CG7392	3	celltype_JW18_vs_S2	9.7899367071818e-72
CG7424	3	celltype_JW18_vs_S2	2.59438405046925e-33
CG7429	3	celltype_JW18_vs_S2	5.18258633260373e-13
CG7442	3	celltype_JW18_vs_S2	1.21859356484119e-17
CG7466	3	celltype_JW18_vs_S2	6.94513260849876e-177
CG7467	3	celltypeJW18.infectionwMel	1.59865944795754e-08
CG7487	3	celltype_JW18_vs_S2	3.95808353609556e-280
CG7538	3	celltype_JW18_vs_S2	0
CG7544	3	celltype_JW18_vs_S2	3.99061492038311e-14
CG7576	3	celltype_JW18_vs_S2	6.64043435905186e-56
CG7590	3	celltype_JW18_vs_S2	5.73041019560226e-298
CG7636	3	celltypeJW18.infectionwMel	2.05864577384096e-10
CG7650	3	celltype_JW18_vs_S2	0.000332448380480751
CG7656	3	celltype_JW18_vs_S2	1.11985646660609e-40
CG7670	3	celltype_JW18_vs_S2	1.50342094970782e-162
CG7671	3	celltype_JW18_vs_S2	1.24132751915332e-18
CG7720	3	celltype_JW18_vs_S2	2.05582593955021e-212
CG7729	3	celltype_JW18_vs_S2	3.81815096354572e-34
CG7730	3	celltype_JW18_vs_S2	1.36473594827273e-121
CG7761	3	celltypeJW18.infectionwMel	5.12942740221877e-20
CG7806	3	celltype_JW18_vs_S2	4.29030965370657e-24
CG7810	3	celltype_JW18_vs_S2	6.86477358575265e-15
CG7818	3	celltype_JW18_vs_S2	8.36511913279964e-15
CG7855	3	celltype_JW18_vs_S2	1.36063960564832e-267
CG8013	3	celltype_JW18_vs_S2	0
CG8019	3	celltype_JW18_vs_S2	5.08248751848611e-43
CG8049	3	celltypeJW18.infectionwMel	1.50446525027123e-120
CG8091	3	celltype_JW18_vs_S2	5.65012284954448e-19
CG8103	3	celltype_JW18_vs_S2	0
CG8121	3	celltype_JW18_vs_S2	3.88825036095112e-69
CG8127	3	celltype_JW18_vs_S2	2.88139657072917e-40
CG8142	3	celltype_JW18_vs_S2	1.46664317026439e-57
CG8171	3	celltype_JW18_vs_S2	0
CG8174	3	celltype_JW18_vs_S2	6.19940785733742e-06
CG8186	3	celltype_JW18_vs_S2	7.85099292574428e-19
CG8194	3	celltype_JW18_vs_S2	0.00954304703083054
CG8210	3	celltype_JW18_vs_S2	5.98571545421013e-33
CG8262	3	celltype_JW18_vs_S2	2.21810033942193e-110
CG8290	3	celltype_JW18_vs_S2	3.09061671235653e-86
CG8300	3	celltype_JW18_vs_S2	2.56709328296784e-41
CG8312	3	celltypeJW18.infectionwMel	0
CG8321	3	celltype_JW18_vs_S2	0.00113356122799232
CG8367	3	celltype_JW18_vs_S2	5.47690699301292e-62
CG8388	3	celltype_JW18_vs_S2	9.53716161874578e-21
CG8412	3	celltype_JW18_vs_S2	4.52891969386753e-39
CG8474	3	celltype_JW18_vs_S2	3.45185832573806e-19
CG8484	3	celltype_JW18_vs_S2	3.35968117694945e-206
CG8491	3	celltype_JW18_vs_S2	3.64777309043904e-191
CG8495	3	celltype_JW18_vs_S2	2.55163098648416e-37
CG8506	3	celltype_JW18_vs_S2	2.46095801358586e-11
CG8516	3	celltype_JW18_vs_S2	5.36466022139384e-68
CG8526	3	celltype_JW18_vs_S2	1.26729423938996e-134
CG8529	3	celltype_JW18_vs_S2	4.28818910502568e-18
CG8553	3	celltype_JW18_vs_S2	3.39795432241219e-07
CG8556	3	celltype_JW18_vs_S2	6.32272040240923e-21
CG8590	3	celltypeJW18.infectionwMel	3.08003752724662e-30
CG8598	3	celltype_JW18_vs_S2	3.92145279064261e-114
CG8613	3	celltype_JW18_vs_S2	3.31716221255433e-18
CG8676	3	celltype_JW18_vs_S2	1.90013381190477e-48
CG8677	3	celltype_JW18_vs_S2	5.01779892849378e-54
CG8705	3	celltype_JW18_vs_S2	5.66328845273738e-113
CG8749	3	celltype_JW18_vs_S2	3.9697876439823e-10
CG8783	3	celltype_JW18_vs_S2	1.35062998603914e-05
CG8786	3	celltypeJW18.infectionwMel	1.49683296045447e-14
CG8825	3	celltype_JW18_vs_S2	6.60307719202184e-132
CG8831	3	celltype_JW18_vs_S2	6.36664117302043e-28
CG8859	3	celltypeJW18.infectionwMel	1.98951710410986e-21
CG8893	3	celltype_JW18_vs_S2	0
CG8902	3	celltype_JW18_vs_S2	1.38304345050311e-31
CG8938	3	celltype_JW18_vs_S2	2.1392726430889e-63
CG8975	3	celltype_JW18_vs_S2	0
CG9007	3	celltype_JW18_vs_S2	2.35919214137326e-165
CG9075	3	celltype_JW18_vs_S2	9.08949891008752e-65
CG9088	3	celltype_JW18_vs_S2	3.02136413407968e-31
CG9089	3	celltype_JW18_vs_S2	6.56468304247968e-137
CG9132	3	celltypeJW18.infectionwMel	1.4638344600828e-10
CG9193	3	celltype_JW18_vs_S2	0
CG9226	3	celltype_JW18_vs_S2	2.25516975635527e-09
CG9233	3	celltype_JW18_vs_S2	3.86815384802242e-05
CG9241	3	celltype_JW18_vs_S2	3.2168998611033e-185
CG9311	3	celltype_JW18_vs_S2	3.55690559322634e-146
CG9319	3	celltype_JW18_vs_S2	3.39906574137366e-18
CG9356	3	celltype_JW18_vs_S2	7.68161352609199e-33
CG9383	3	celltype_JW18_vs_S2	1.20261387844548e-39
CG9416	3	celltype_JW18_vs_S2	1.23545037243507e-48
CG9424	3	celltype_JW18_vs_S2	4.29236107194195e-39
CG9425	3	celltype_JW18_vs_S2	9.29903025310882e-168
CG9447	3	celltype_JW18_vs_S2	9.64029035817588e-36
CG9467	3	celltype_JW18_vs_S2	6.53643940353192e-33
CG9491	3	celltype_JW18_vs_S2	2.18534693898957e-09
CG9559	3	celltype_JW18_vs_S2	2.4106829638022e-08
CG9576	3	celltype_JW18_vs_S2	1.15455898579664e-65
CG9619	3	celltype_JW18_vs_S2	3.44150983427428e-163
CG9633	3	celltype_JW18_vs_S2	3.31672911903032e-119
CG9635	3	celltype_JW18_vs_S2	1.2087537665569e-33
CG9695	3	celltype_JW18_vs_S2	4.02911331973551e-17
CG9752	3	celltype_JW18_vs_S2	7.23866332571609e-90
CG9772	3	celltype_JW18_vs_S2	6.5802905443899e-170
CG9839	3	celltypeJW18.infectionwMel	4.36144925229202e-19
CG9856	3	celltype_JW18_vs_S2	5.06199774061043e-16
CG9884	3	celltype_JW18_vs_S2	7.03743410272086e-172
CG9894	3	celltype_JW18_vs_S2	2.99693621748681e-06
CG9900	3	celltype_JW18_vs_S2	7.79452547239594e-24
CG9914	3	celltype_JW18_vs_S2	2.0098621746497e-91
CG9925	3	celltype_JW18_vs_S2	1.1328139850936e-31
CG9938	3	celltype_JW18_vs_S2	4.28076330354794e-98
CG9967	3	celltype_JW18_vs_S2	6.98775190691513e-12
CG9998	3	celltype_JW18_vs_S2	5.80473249459467e-08
CR31379	3	celltype_JW18_vs_S2	1.7710907410631e-06
CR31400	3	celltype_JW18_vs_S2	3.86671777418608e-108
CR31539	3	celltype_JW18_vs_S2	1.7710907410631e-06
