transcript_id gene_symbol gene_id
FBtr0088235 CG30020 CG30020
FBtr0088236 CG12942 CG12942
FBtr0088237 Polr2E CG11979
FBtr0088238 ND-B14 CG7712
FBtr0088239 cag CG12346
FBtr0088240 Taf5 CG7704
FBtr0088241 CG30016 CG30016
FBtr0088242 CG30015 CG30015
FBtr0088243 CG30015 CG30015
FBtr0088245 LTV1 CG7686
FBtr0088246 CG12344 CG12344
FBtr0088247 CG12343 CG12343
FBtr0088248 Lsm10 CG12938
FBtr0088249 dgo CG12342
FBtr0088250 dgo CG12342
FBtr0088251 CG12341 CG12341
FBtr0088252 CG7637 CG7637
FBtr0088253 wde CG12340
FBtr0088254 CG33144 CG33144
FBtr0088255 Mat1 CG7614
FBtr0088256 Daao1 CG12338
FBtr0088257 Rab3 CG7576
FBtr0088258 Git CG16728
FBtr0088259 Prx2540-2 CG11765
FBtr0088260 CG33474 CG33474
FBtr0088261 Prx2540-1 CG12405
FBtr0088262 RanBPM CG42236
FBtr0088263 RanBPM CG42236
FBtr0088264 Galphao CG2204
FBtr0088265 Galphao CG2204
FBtr0088266 Galphao CG2204
FBtr0088267 Galphao CG2204
FBtr0088268 Galphao CG2204
FBtr0088269 Galphao CG2204
FBtr0088270 Galphao CG2204
FBtr0088271 Galphao CG2204
FBtr0088272 Galphao CG2204
FBtr0088273 CG11777 CG11777
FBtr0088274 CG17765 CG17765
FBtr0088275 psq CG2368
FBtr0088276 psq CG2368
FBtr0088277 psq CG2368
FBtr0088278 psq CG2368
FBtr0088279 psq CG2368
FBtr0088280 psq CG2368
FBtr0088281 psq CG2368
FBtr0088282 psq CG2368
FBtr0088283 CG11883 CG11883
FBtr0088284 CG11883 CG11883
FBtr0088306 trsn CG11761
FBtr0088307 whd CG12891
FBtr0088308 whd CG12891
FBtr0088310 Caf1-105 CG12892
FBtr0088311 Cyp49a1 CG18377
FBtr0088312 Cyp49a1 CG18377
FBtr0088313 Cyp49a1 CG18377
FBtr0088314 CG12895 CG12895
FBtr0088315 CG12896 CG12896
FBtr0088316 CG11825 CG11825
FBtr0088318 CG33475 CG33475
FBtr0088319 CG33476 CG33476
FBtr0088320 CG33477 CG33477
FBtr0088321 CG12898 CG12898
FBtr0088323 Ir47a CG12900
FBtr0088330 Or46a CG33478
FBtr0088331 Or46a CG33478
FBtr0088332 CG18011 CG18011
FBtr0088333 Hdc CG3454
FBtr0088334 CG12914 CG12914
FBtr0088335 Csgalnact CG12913
FBtr0088336 CG12911 CG12911
FBtr0088337 CG12910 CG12910
FBtr0088338 CAP CG18408
FBtr0088339 CAP CG18408
FBtr0088340 CAP CG18408
FBtr0088341 CAP CG18408
FBtr0088342 CAP CG18408
FBtr0088343 CAP CG18408
FBtr0088344 CAP CG18408
FBtr0088345 CAP CG18408
FBtr0088346 CAP CG18408
FBtr0088347 CAP CG18408
FBtr0088348 CG12909 CG12909
FBtr0088349 Ndg CG12908
FBtr0088356 CG12902 CG12902
FBtr0088357 CG12902 CG12902
FBtr0088359 Obp46a CG12905
FBtr0088360 RNaseZ CG3298
FBtr0088361 lncRNA:CR30009 CR30009
FBtr0088362 Syb CG12210
FBtr0088363 Syb CG12210
FBtr0088364 CG12209 CG12209
FBtr0088365 CG12912 CG12912
FBtr0088366 Hr3 CG33183
FBtr0088368 Hr3 CG33183
FBtr0088369 mlt CG12214
FBtr0088370 mlt CG12214
FBtr0088373 CG1671 CG1671
FBtr0088375 Ntmt CG1675
FBtr0088376 Lime CG18446
FBtr0088377 CG12744 CG12744
FBtr0088378 CG12744 CG12744
FBtr0088379 CG12923 CG12923
FBtr0088380 CG30008 CG30008
FBtr0088381 tea CG30007
FBtr0088383 FMRFa CG2346
FBtr0088384 Etf-QO CG12140
FBtr0088385 Pal1 CG12130
FBtr0088387 eIF3j CG12131
FBtr0088388 CG12134 CG12134
FBtr0088390 eve CG2328
FBtr0088391 TER94 CG2331
FBtr0088393 CG12128 CG12128
FBtr0088394 CG12128 CG12128
FBtr0088395 CG12129 CG12129
FBtr0088396 COX7C CG2249
FBtr0088397 COX7C CG2249
FBtr0088399 magu CG2264
FBtr0088401 magu CG2264
FBtr0088402 magu CG2264
FBtr0088403 mRpL42 CG12921
FBtr0088404 CG12920 CG12920
FBtr0088405 egr CG12919
FBtr0088406 egr CG12919
FBtr0088407 CG2269 CG2269
FBtr0088408 CG2269 CG2269
FBtr0088409 CG2269 CG2269
FBtr0088410 Jra CG2275
FBtr0088411 Jra CG2275
FBtr0088412 14-3-3zeta CG17870
FBtr0088413 14-3-3zeta CG17870
FBtr0088414 14-3-3zeta CG17870
FBtr0088415 14-3-3zeta CG17870
FBtr0088416 14-3-3zeta CG17870
FBtr0088417 14-3-3zeta CG17870
FBtr0088418 14-3-3zeta CG17870
FBtr0088419 14-3-3zeta CG17870
FBtr0088420 Pfk CG4001
FBtr0088421 Pfk CG4001
FBtr0088422 Pfk CG4001
FBtr0088423 dmpd CG11866
FBtr0088425 RpLP0-like CG1381
FBtr0088428 CG1371 CG1371
FBtr0088429 Cdc2rk CG1362
FBtr0088431 PIG-N CG2292
FBtr0088432 Def CG1385
FBtr0088433 sel CG12918
FBtr0088434 oys CG18445
FBtr0088435 CG1407 CG1407
FBtr0088436 CG1407 CG1407
FBtr0088437 Pka-R2 CG15862
FBtr0088438 Pka-R2 CG15862
FBtr0088440 CG1418 CG1418
FBtr0088441 Pdrg1 CG15863
FBtr0088443 Mef2 CG1429
FBtr0088444 Mef2 CG1429
FBtr0088445 Mef2 CG1429
FBtr0088446 Mef2 CG1429
FBtr0088447 Mef2 CG1429
FBtr0088448 CG1441 CG1441
FBtr0088449 CG1441 CG1441
FBtr0088450 CG1513 CG1513
FBtr0088451 Sec24AB CG1472
FBtr0088454 PCB CG1516
FBtr0088455 PCB CG1516
FBtr0088456 PCB CG1516
FBtr0088457 PCB CG1516
FBtr0088458 PCB CG1516
FBtr0088459 PCB CG1516
FBtr0088460 PCB CG1516
FBtr0088461 PCB CG1516
FBtr0088462 PCB CG1516
FBtr0088463 GstT1 CG30000
FBtr0088464 GstT2 CG30005
FBtr0088465 tRNA:iMet-CAT-2-1 CR30003
FBtr0088467 CG1773 CG1773
FBtr0088468 CG10459 CG10459
FBtr0088469 dap CG1772
FBtr0088471 trpl CG18345
FBtr0088473 trpl CG18345
FBtr0088474 CG1698 CG1698
FBtr0088476 lectin-46Ca CG1656
FBtr0088477 CG1663 CG1663
FBtr0088478 Marc CG1665
FBtr0088482 Orc6 CG1584
FBtr0088485 Lsm11 CG12924
FBtr0088486 hebe CG1623
FBtr0088487 hebe CG1623
FBtr0088490 hebe CG1623
FBtr0088492 CG30001 CG30001
FBtr0088493 CG1648 CG1648
FBtr0088494 CG1648 CG1648
FBtr0088495 CG1688 CG1688
FBtr0088496 CG1690 CG1690
FBtr0088499 Uba1 CG1782
FBtr0088501 Mmp2 CG1794
FBtr0088502 CG12926 CG12926
FBtr0088503 Or45a CG1978
FBtr0088505 l(2)k10201 CG13951
FBtr0088506 wun2 CG8805
FBtr0088508 Pdk CG8808
FBtr0088512 Wnt2 CG1916
FBtr0088519 Or45b CG12931
FBtr0088520 Alp6 CG1809
FBtr0088521 Nt5c CG1814
FBtr0088522 Nt5c CG1814
FBtr0088523 Nt5c CG1814
FBtr0088524 Urod CG1818
FBtr0088525 RpL31 CG1821
FBtr0088526 RpL31 CG1821
FBtr0088527 RpL31 CG1821
FBtr0088530 Map60 CG1825
FBtr0088531 CG1902 CG1902
FBtr0088532 CG1902 CG1902
FBtr0088533 CG30338 CG30338
FBtr0088534 CG30339 CG30339
FBtr0088535 CG30340 CG30340
FBtr0088541 CG12929 CG12929
FBtr0088542 Smyd4-1 CG1868
FBtr0088547 CG1888 CG1888
FBtr0088548 ced-6 CG11804
FBtr0088549 ced-6 CG11804
FBtr0088550 ced-6 CG11804
FBtr0088551 CG13955 CG13955
FBtr0088552 wun CG8804
FBtr0088553 wun CG8804
FBtr0088554 Non1 CG8801
FBtr0088555 CG8800 CG8800
FBtr0088557 CG12158 CG12158
FBtr0088558 CG13739 CG13739
FBtr0088559 ana CG8084
FBtr0088560 CNT2 CG8083
FBtr0088561 CNT2 CG8083
FBtr0088562 CNT2 CG8083
FBtr0088564 Dbp45A CG12759
FBtr0088565 CG8777 CG8777
FBtr0088566 Vang CG8075
FBtr0088567 tsu CG8781
FBtr0088568 Phax CG8069
FBtr0088569 Phax CG8069
FBtr0088570 Su(var)2-10 CG8068
FBtr0088571 Su(var)2-10 CG8068
FBtr0088572 Su(var)2-10 CG8068
FBtr0088573 Su(var)2-10 CG8068
FBtr0088574 Su(var)2-10 CG8068
FBtr0088575 Su(var)2-10 CG8068
FBtr0088576 Su(var)2-10 CG8068
FBtr0088577 Su(var)2-10 CG8068
FBtr0088578 Su(var)2-10 CG8068
FBtr0088579 GstE13 CG11784
FBtr0088580 Hydr1 CG8058
FBtr0088581 CG8788 CG8788
FBtr0088582 Prp38 CG30342
FBtr0088583 CG30344 CG30344
FBtr0088586 unpg CG1650
FBtr0088587 VhaAC45 CG8029
FBtr0088588 VhaAC45 CG8029
FBtr0088591 Cyp4p2 CG1944
FBtr0088592 Cyp4p1 CG10842
FBtr0088593 Cyp4p3 CG10843
FBtr0088594 Tsen15 CG30343
FBtr0088595 Cog6 CG1968
FBtr0088596 Cog6 CG1968
FBtr0088597 Drep2 CG1975
FBtr0088598 Myd88 CG2078
FBtr0088599 Mad1 CG2072
FBtr0088600 CG2063 CG2063
FBtr0088601 Pkn CG2049
FBtr0088602 Pkn CG2049
FBtr0088603 Pkn CG2049
FBtr0088604 Pkn CG2049
FBtr0088605 Pkn CG2049
FBtr0088606 hig CG2040
FBtr0088607 hig CG2040
FBtr0088608 hig CG2040
FBtr0088609 Gnptab CG8027
FBtr0088611 CG8026 CG8026
FBtr0088618 Rme-8 CG8014
FBtr0088620 CG8046 CG8046
FBtr0088621 CG8046 CG8046
FBtr0088622 CG8008 CG8008
FBtr0088623 shrb CG8055
FBtr0088624 alc CG8057
FBtr0088625 alc CG8057
FBtr0088626 CG18659 CG18659
FBtr0088628 Mys45A CG8070
FBtr0088630 Pgm2a CG8073
FBtr0088631 CG8078 CG8078
FBtr0088632 Boot CG13741
FBtr0088633 CG8080 CG8080
FBtr0088635 sns CG33141
FBtr0088636 CG30350 CG30350
FBtr0088637 RyR CG10844
FBtr0088638 RyR CG10844
FBtr0088639 RyR CG10844
FBtr0088640 RyR CG10844
FBtr0088641 DCTN2-p50 CG8269
FBtr0088642 Sec31 CG8266
FBtr0088643 Sec31 CG8266
FBtr0088644 CG13751 CG13751
FBtr0088645 Ggamma1 CG8261
FBtr0088646 Ggamma1 CG8261
FBtr0088647 Ggamma1 CG8261
FBtr0088650 CG30349 CG30349
FBtr0088651 lin CG11770
FBtr0088652 CG8243 CG8243
FBtr0088653 CG8237 CG8237
FBtr0088654 PAN2 CG8232
FBtr0088656 CG13748 CG13748
FBtr0088657 Tom7 CG8226
FBtr0088658 babo CG8224
FBtr0088659 babo CG8224
FBtr0088660 CG13747 CG13747
FBtr0088661 CG8197 CG8197
FBtr0088662 CG13743 CG13743
FBtr0088663 PPO2 CG8193
FBtr0088664 Ance-4 CG8196
FBtr0088665 CG8170 CG8170
FBtr0088666 CG13744 CG13744
FBtr0088671 spab CG8216
FBtr0088674 CG8230 CG8230
FBtr0088675 FANCI CG13745
FBtr0088676 AIMP1 CG8235
FBtr0088678 CG8248 CG8248
FBtr0088679 Pgi CG8251
FBtr0088680 Pgi CG8251
FBtr0088681 Pgi CG8251
FBtr0088682 CG8252 CG8252
FBtr0088683 CCT8 CG8258
FBtr0088684 MrgBP CG13746
FBtr0088685 ana2 CG8262
FBtr0088686 CG8272 CG8272
FBtr0088688 CG33199 CG33199
FBtr0088690 Cyp6a13 CG2397
FBtr0088691 CG14752 CG14752
FBtr0088692 rgr CG8643
FBtr0088694 Vps25 CG14750
FBtr0088695 Gle1 CG14749
FBtr0088699 Acsl CG8732
FBtr0088700 Acsl CG8732
FBtr0088701 Acsl CG8732
FBtr0088702 UQCR-11L CG30354
FBtr0088703 tRNA:Leu-CAG-1-1 CR30292
FBtr0088704 Jon44E CG8579
FBtr0088705 CG8738 CG8738
FBtr0088706 CG12376 CG12376
FBtr0088707 PGRP-SC1a CG14746
FBtr0088708 PGRP-SC1b CG8577
FBtr0088709 PGRP-SC2 CG14745
FBtr0088710 gcl CG8411
FBtr0088711 CG8740 CG8740
FBtr0088712 CG8740 CG8740
FBtr0088713 CG8740 CG8740
FBtr0088714 CG8746 CG8746
FBtr0088715 stmA CG8739
FBtr0088716 stmA CG8739
FBtr0088717 CG30356 CG30356
FBtr0088718 CG14767 CG14767
FBtr0088719 CG14767 CG14767
FBtr0088720 CG14767 CG14767
FBtr0088721 CG30357 CG30357
FBtr0088724 CG8584 CG8584
FBtr0088725 CG8586 CG8586
FBtr0088726 CG30355 CG30355
FBtr0088727 CG8635 CG8635
FBtr0088728 beta3GalTII CG8734
FBtr0088730 Lnpk CG8735
FBtr0088736 CG12780 CG12780
FBtr0088739 CG11635 CG11635
FBtr0088740 CG8701 CG8701
FBtr0088742 CSN7 CG2038
FBtr0088743 Lcp3 CG2043
FBtr0088744 Lcp4 CG2044
FBtr0088745 Cyp4e2 CG2060
FBtr0088746 Cyp4e1 CG2062
FBtr0088747 Mal-A2 CG8694
FBtr0088748 Mal-A4 CG8693
FBtr0088749 Mal-A5 CG30359
FBtr0088752 Mal-A8 CG8690
FBtr0088756 mtt CG30361
FBtr0088757 Mal-A7 CG11669
FBtr0088758 Mal-A3 CG8695
FBtr0088759 Mal-A1 CG8696
FBtr0088760 Cyp4ad1 CG2110
FBtr0088761 Lcp2 CG8697
FBtr0088763 Lcp1 CG11650
FBtr0088764 CG2121 CG2121
FBtr0088765 CG2127 CG2127
FBtr0088766 CG2127 CG2127
FBtr0088769 boly CG30362
FBtr0088770 cola CG30363
FBtr0088771 swif CG30366
FBtr0088772 hubl CG30364
FBtr0088773 spaw CG30365
FBtr0088774 lig CG8715
FBtr0088775 lig CG8715
FBtr0088776 lig CG8715
FBtr0088777 sut1 CG8714
FBtr0088778 sut2 CG17975
FBtr0088779 sut3 CG17976
FBtr0088780 sand CG8713
FBtr0088781 Tmem63 CG11210
FBtr0088782 udd CG18316
FBtr0088783 Nup50 CG2158
FBtr0088784 Socs44A CG2160
FBtr0088785 Pabp2 CG2163
FBtr0088786 Pabp2 CG2163
FBtr0088787 tRNA:Ile-AAT-1-2 CR30297
FBtr0088788 Rs1 CG2173
FBtr0088789 Gasz CG2183
FBtr0088790 Mlh1 CG11482
FBtr0088792 pnut CG8705
FBtr0088793 pnut CG8705
FBtr0088794 CG14760 CG14760
FBtr0088795 CG30369 CG30369
FBtr0088796 CG14759 CG14759
FBtr0088798 CG30371 CG30371
FBtr0088799 CG30375 CG30375
FBtr0088800 CG30376 CG30376
FBtr0088801 CG12126 CG12126
FBtr0088802 CG2291 CG2291
FBtr0088803 dpn CG8704
FBtr0088804 CG14756 CG14756
FBtr0088805 CG14757 CG14757
FBtr0088806 CG30373 CG30373
FBtr0088807 RagC-D CG8707
FBtr0088809 CG8708 CG8708
FBtr0088811 kermit CG11546
FBtr0088812 kermit CG11546
FBtr0088813 kermit CG11546
FBtr0088814 kermit CG11546
FBtr0088815 Lpin CG8709
FBtr0088816 Obp44a CG2297
FBtr0088821 Cul4 CG8711
FBtr0088822 uno CG8712
FBtr0088823 uno CG8712
FBtr0088824 slv CG8717
FBtr0088825 Vps28 CG12770
FBtr0088826 CG17977 CG17977
FBtr0088827 CG12769 CG12769
FBtr0088828 CG12769 CG12769
FBtr0088829 CG12825 CG12825
FBtr0088830 CG12824 CG12824
FBtr0088831 PolZ1 CG1925
FBtr0088832 sax CG1891
FBtr0088833 sax CG1891
FBtr0088834 puml CG1882
FBtr0088835 puml CG1882
FBtr0088836 puml CG1882
FBtr0088837 puml CG1882
FBtr0088838 phr CG11205
FBtr0088839 phr CG11205
FBtr0088841 CG12822 CG12822
FBtr0088842 CG12822 CG12822
FBtr0088844 CG30377 CG30377
FBtr0088845 Cul1 CG1877
FBtr0088846 Cul1 CG1877
FBtr0088847 Cul1 CG1877
FBtr0088848 Cul1 CG1877
FBtr0088849 MFS12 CG8791
FBtr0088850 drosha CG8730
FBtr0088853 azot CG11165
FBtr0088854 CG30378 CG30378
FBtr0088857 nito CG2910
FBtr0088858 nito CG2910
FBtr0088859 CSN4 CG8725
FBtr0088860 Nup44A CG8722
FBtr0088861 Nup44A CG8722
FBtr0088862 Nup44A CG8722
FBtr0088863 Odc1 CG8721
FBtr0088864 Odc2 CG8719
FBtr0088865 Optix CG18455
FBtr0088866 Optix CG18455
FBtr0088867 CG14762 CG14762
FBtr0088868 CG11191 CG11191
FBtr0088869 Hey CG11194
FBtr0088870 Dic3 CG11196
FBtr0088871 ACC CG11198
FBtr0088872 ACC CG11198
FBtr0088873 CG8726 CG8726
FBtr0088874 CG8726 CG8726
FBtr0088875 CG14763 CG14763
FBtr0088876 Septin5 CG2916
FBtr0088877 Septin5 CG2916
FBtr0088878 CG2915 CG2915
FBtr0088879 CG2915 CG2915
FBtr0088880 CG14764 CG14764
FBtr0088881 CG30380 CG30380
FBtr0088882 CG8728 CG8728
FBtr0088883 rnh1 CG8729
FBtr0088884 rnh1 CG8729
FBtr0088886 Kdm4A CG15835
FBtr0088887 Or43b CG17853
FBtr0088888 CG12159 CG12159
FBtr0088889 CG12159 CG12159
FBtr0088894 Prosalpha1R CG30382
FBtr0088895 Prosalpha1 CG18495
FBtr0088896 Prosalpha1 CG18495
FBtr0088897 CG30383 CG30383
FBtr0088898 cathD CG1548
FBtr0088899 TTLL12 CG1550
FBtr0088900 Nop17l CG1553
FBtr0088901 Nop17l CG1553
FBtr0088902 Nop17l CG1553
FBtr0088903 Gapdh1 CG12055
FBtr0088904 PIG-G CG2144
FBtr0088905 Cyt-b5 CG2140
FBtr0088906 Cyt-b5 CG2140
FBtr0088907 Gpo2 CG2137
FBtr0088909 Corin CG2105
FBtr0088910 Vps13 CG2093
FBtr0088911 scra CG2092
FBtr0088912 scra CG2092
FBtr0088919 CG30491 CG30491
FBtr0088920 CG30495 CG30495
FBtr0088921 CG2070 CG2070
FBtr0088922 CG2065 CG2065
FBtr0088923 Rdh1 CG2064
FBtr0088924 CG12107 CG12107
FBtr0088925 Coq9 CG30493
FBtr0088926 CG30496 CG30496
FBtr0088927 CG1941 CG1941
FBtr0088928 Dgat2 CG1942
FBtr0088929 CG1946 CG1946
FBtr0088930 CanB2 CG11217
FBtr0088935 Gdap2 CG18812
FBtr0088936 Gdap2 CG18812
FBtr0088937 Gdap2 CG18812
FBtr0088938 tor CG1389
FBtr0088939 LRR CG1399
FBtr0088940 LRR CG1399
FBtr0088941 U2A CG1406
FBtr0088942 mRpL52 CG1577
FBtr0088943 CG12826 CG12826
FBtr0088944 DCTN4-p62 CG12042
FBtr0088946 CG17985 CG17985
FBtr0088947 Rpt1 CG1341
FBtr0088948 CG1358 CG1358
FBtr0088949 CG1358 CG1358
FBtr0088950 CG1358 CG1358
FBtr0088951 CG1360 CG1360
FBtr0088952 blow CG1363
FBtr0088953 boca CG30498
FBtr0088954 Rpe CG30499
FBtr0088955 CG1598 CG1598
FBtr0088956 Drat CG1600
FBtr0088957 Drat CG1600
FBtr0088958 Drat CG1600
FBtr0088959 Orc1 CG10667
FBtr0088960 CG1602 CG1602
FBtr0088961 Incenp CG12165
FBtr0088963 CG12164 CG12164
FBtr0088966 Dhx15 CG11107
FBtr0088970 so CG11121
FBtr0088971 CG11123 CG11123
FBtr0088972 sPLA2 CG11124
FBtr0088973 sPLA2 CG11124
FBtr0088974 CG11125 CG11125
FBtr0088975 CG11127 CG11127
FBtr0088979 CG1603 CG1603
FBtr0088980 az2 CG1605
FBtr0088981 mEFTu2 CG12736
FBtr0088982 dpa CG1616
FBtr0088983 CG1620 CG1620
FBtr0088984 Coop CG1621
FBtr0088993 Aldh-III CG11140
FBtr0088996 Aldh-III CG11140
FBtr0088997 p47 CG11139
FBtr0088998 CG11141 CG11141
FBtr0088999 CG11141 CG11141
FBtr0089002 kappaB-Ras CG1669
FBtr0089003 CG30503 CG30503
FBtr0089004 CG11145 CG11145
FBtr0089006 Eaf CG11166
FBtr0089007 Eaf CG11166
FBtr0089008 Eaf CG11166
FBtr0089009 Eaf CG11166
FBtr0089013 Glo1 CG1707
FBtr0089014 Gr43a CG1712
FBtr0089015 cos CG1708
FBtr0089016 Dscam1 CG17800
FBtr0089018 Dscam1 CG17800
FBtr0089019 Dscam1 CG17800
FBtr0089020 Dscam1 CG17800
FBtr0089021 Br140 CG1845
FBtr0089022 CG1850 CG1850
FBtr0089023 Tsp42Ef CG12845
FBtr0089024 Tsp42Eg CG12142
FBtr0089026 Tsp42Eh CG12844
FBtr0089028 Tsp42Ei CG12843
FBtr0089030 Tsp42Ej CG12143
FBtr0089031 Tsp42Ek CG12841
FBtr0089032 Tsp42El CG12840
FBtr0089033 lbm CG2374
FBtr0089034 Tsp42En CG12839
FBtr0089035 Tsp42Eo CG12838
FBtr0089036 Tsp42Er CG12837
FBtr0089041 Spn43Aa CG12172
FBtr0089042 pk CG11084
FBtr0089043 pk CG11084
FBtr0089044 pk CG11084
FBtr0089045 CG11060 CG11060
FBtr0089046 CG33140 CG33140
FBtr0089047 CG30385 CG30385
FBtr0089048 CG30384 CG30384
FBtr0089049 Gadd45 CG11086
FBtr0089050 Adk3 CG1851
FBtr0089051 Or43a CG1854
FBtr0089052 nec CG1857
FBtr0089053 Spn43Ad CG1859
FBtr0089055 Cyp9b2 CG4486
FBtr0089056 Cyp9b1 CG4485
FBtr0089058 tRNA:Thr-AGT-1-2 CR30299
FBtr0089059 tRNA:Thr-AGT-2-1 CR30298
FBtr0089060 Tsp42Eq CG12832
FBtr0089061 Pgant3 CG4445
FBtr0089062 Tsp42Ep CG4471
FBtr0089063 CaMKI CG1495
FBtr0089065 CaMKI CG1495
FBtr0089067 CaMKI CG1495
FBtr0089069 CaMKI CG1495
FBtr0089070 zfh2 CG1449
FBtr0089075 Ephrin CG1862
FBtr0089076 Ephrin CG1862
FBtr0089077 Ephrin CG1862
FBtr0089079 CG1909 CG1909
FBtr0089080 CG1909 CG1909
FBtr0089082 Eph CG1511
FBtr0089083 Eph CG1511
FBtr0089084 Eph CG1511
FBtr0089085 Eph CG1511
FBtr0089086 Eph CG1511
FBtr0089090 Slip1 CG1783
FBtr0089091 CG11360 CG11360
FBtr0089092 myo CG1838
FBtr0089094 myo CG1838
FBtr0089095 myo CG1838
FBtr0089096 gw CG31992
FBtr0089097 gw CG31992
FBtr0089100 gw CG31992
FBtr0089101 gw CG31992
FBtr0089102 Ekar CG9935
FBtr0089103 mav CG1901
FBtr0089104 onecut CG1922
FBtr0089105 ND-49 CG1970
FBtr0089106 Tdg CG1981
FBtr0089110 Taf3 CG2009
FBtr0089111 lgs CG2041
FBtr0089112 Crk CG1587
FBtr0089113 Crk CG1587
FBtr0089114 Crk CG1587
FBtr0089115 yellow-h CG1629
FBtr0089116 CG1674 CG1674
FBtr0089119 CG1674 CG1674
FBtr0089121 Rad23 CG1836
FBtr0089122 Rad23 CG1836
FBtr0089123 Rnf11 CG32850
FBtr0089125 Hcf CG1710
FBtr0089126 Hcf CG1710
FBtr0089128 dati CG2052
FBtr0089129 dati CG2052
FBtr0089133 Zip102B CG2177
FBtr0089134 Syt7 CG2381
FBtr0089137 Syt7 CG2381
FBtr0089139 Syt7 CG2381
FBtr0089141 NfI CG2380
FBtr0089144 CG31999 CG31999
FBtr0089145 CG31998 CG31998
FBtr0089146 Abcd1 CG2316
FBtr0089147 Abcd1 CG2316
FBtr0089148 Abcd1 CG2316
FBtr0089149 Abcd1 CG2316
FBtr0089150 Abcd1 CG2316
FBtr0089153 Arl4 CG2219
FBtr0089154 CG31997 CG31997
FBtr0089159 pan CG34403
FBtr0089161 pan CG34403
FBtr0089162 pan CG34403
FBtr0089170 CG32006 CG32006
FBtr0089171 Ank CG1651
FBtr0089172 Ank CG1651
FBtr0089173 Ank CG1651
FBtr0089175 RpS3A CG2168
FBtr0089176 RpS3A CG2168
FBtr0089178 ci CG2125
FBtr0089179 PlexB CG17245
FBtr0089184 mGluR CG11144
FBtr0089185 toy CG11186
FBtr0089186 ATPsynbeta CG11154
FBtr0089188 apolpp CG11064
FBtr0089192 Arf4 CG11027
FBtr0089194 CG11155 CG11155
FBtr0089195 CG11155 CG11155
FBtr0089196 Kif3C CG17461
FBtr0089204 pho CG17743
FBtr0089205 pho CG17743
FBtr0089207 Cals CG11059
FBtr0089208 Cals CG11059
FBtr0089209 Actbeta CG11062
FBtr0089210 Zyx CG32018
FBtr0089211 Zyx CG32018
FBtr0089214 Zyx CG32018
FBtr0089217 CaMKII CG18069
FBtr0089218 CaMKII CG18069
FBtr0089219 CaMKII CG18069
FBtr0089221 CG11076 CG11076
FBtr0089222 CG11077 CG11077
FBtr0089223 PlexA CG11081
FBtr0089224 PlexA CG11081
FBtr0089225 PlexA CG11081
FBtr0089229 4E-T CG32016
FBtr0089233 4E-T CG32016
FBtr0089235 ey CG1464
FBtr0089236 ey CG1464
FBtr0089243 eIF4G1 CG10811
FBtr0089245 unc-13 CG2999
FBtr0089246 unc-13 CG2999
FBtr0089247 unc-13 CG2999
FBtr0089251 fd102C CG11152
FBtr0089252 Sox102F CG11153
FBtr0089253 MED26 CG1793
FBtr0089254 MED26 CG1793
FBtr0089257 Cpsf160 CG10110
FBtr0089258 Cpsf160 CG10110
FBtr0089259 Dsp1 CG12223
FBtr0089260 Dsp1 CG12223
FBtr0089261 Dsp1 CG12223
FBtr0089262 Dsp1 CG12223
FBtr0089263 Dsp1 CG12223
FBtr0089267 betaNACtes1 CG13402
FBtr0089268 tutl CG15427
FBtr0089269 tutl CG15427
FBtr0089270 tutl CG15427
FBtr0089271 tutl CG15427
FBtr0089274 Shaw CG2822
FBtr0089275 Shaw CG2822
FBtr0089276 pb CG31481
FBtr0089277 pb CG31481
FBtr0089278 pb CG31481
FBtr0089279 pb CG31481
FBtr0089287 Pxd CG3477
FBtr0089288 Dyrk2 CG4551
FBtr0089289 Dyrk2 CG4551
FBtr0089290 Dyrk2 CG4551
FBtr0089291 Wnt4 CG4698
FBtr0089295 CG33483 CG33483
FBtr0089297 tRNA:Tyr-GTA-1-9 CR31905
FBtr0089298 tRNA:Tyr-GTA-1-3 CR31987
FBtr0089299 tRNA:Tyr-GTA-1-2 CR31986
FBtr0089300 tRNA:Tyr-GTA-2-1 CR32525
FBtr0089301 tRNA:Tyr-GTA-1-1 CR32520
FBtr0089302 tRNA:Leu-CAA-1-1 CR30508
FBtr0089303 tRNA:Leu-CAA-2-1 CR32841
FBtr0089304 for CG10033
FBtr0089306 for CG10033
FBtr0089307 for CG10033
FBtr0089308 for CG10033
FBtr0089309 for CG10033
FBtr0089310 for CG10033
FBtr0089312 for CG10033
FBtr0089313 mia CG10390
FBtr0089314 CG10602 CG10602
FBtr0089315 CG10602 CG10602
FBtr0089318 mRpL13 CG10603
FBtr0089320 bsh CG10604
FBtr0089321 CG10638 CG10638
FBtr0089322 CG10638 CG10638
FBtr0089323 CG10725 CG10725
FBtr0089324 Lsp2 CG6806
FBtr0089327 sv CG11049
FBtr0089328 sv CG11049
FBtr0089329 Inos CG11143
FBtr0089330 Mob2 CG11711
FBtr0089331 Mob2 CG11711
FBtr0089332 Mob2 CG11711
FBtr0089333 Mob2 CG11711
FBtr0089338 Rel CG11992
FBtr0089339 Rel CG11992
FBtr0089340 Rel CG11992
FBtr0089341 Rel CG11992
FBtr0089342 lola CG12052
FBtr0089343 lola CG12052
FBtr0089344 lola CG12052
FBtr0089345 lola CG12052
FBtr0089346 lola CG12052
